Gene stable ID,Brain,Colon,Esophagus,Heart,Kidney,Liver,Pancreas,Stomach,Gene type
ENSG00000295705,0.013724645,0.0005607654,0.0006937028,0.00027729574,0.00095998263,0.00039326595,0.00010555468,0.000679,lncRNA
ENSG00000295706,0.008276442,0.018903866,0.05392605,0.021572158,0.0132824,0.0025414575,0.0028306094,0.019531822,lncRNA
ENSG00000295707,0.006465565,0.009311875,0.021307103,0.004457928,0.008469721,0.012586075,0.0079847835,0.008726335,lncRNA
ENSG00000295708,0.07001318,0.51140606,1.3155215,0.4306555,1.4984637,2.867677,0.32742503,1.2683587,lncRNA
ENSG00000295709,0.00024505102,0.00047353512,0.002626777,0.00035236691,0.0,0.016018827,0.0008831041,0.00046704686,lncRNA
ENSG00000295710,0.00085922726,0.0021107804,0.003289398,0.00086625305,0.0016765652,0.0007082234,0.004425646,0.0020368188,lncRNA
ENSG00000295711,0.0007350086,0.0013529038,0.0005008739,0.0006806068,0.00014361739,0.00027740782,0.00013914584,0.00097383704,lncRNA
ENSG00000295712,0.22898588,0.47526547,0.9072788,0.09817578,0.216028,0.14811243,0.40993437,0.23070665,lncRNA
ENSG00000295713,0.061414257,0.10174927,0.081165366,0.023547798,0.08605398,0.037263405,0.020535646,0.08778995,lncRNA
ENSG00000295714,0.051284607,0.028375683,0.056937974,0.04280911,0.020777566,0.027579252,0.014403029,0.04050077,lncRNA
ENSG00000295715,0.0035207751,0.007974284,0.05569556,0.006810582,0.01329359,0.038952053,0.012171795,0.009783175,lncRNA
ENSG00000295716,0.003298596,0.018246876,0.026198981,0.04971375,0.0013562869,0.00055254967,0.010374115,0.019600462,lncRNA
ENSG00000295717,0.009148521,0.017463783,0.016746921,0.011287605,0.046959043,0.0042327303,0.009201693,0.054441165,lncRNA
ENSG00000295718,0.0014327752,0.001825106,0.0012742535,0.0012832268,0.00086164346,0.0,0.0008765208,0.002102265,lncRNA
ENSG00000295719,0.2104144,0.0006448584,0.000910583,0.00020417196,0.045786895,0.00034251064,0.0003028255,0.00045354175,lncRNA
ENSG00000295720,0.13143212,0.5205235,0.34900838,0.31611753,0.58434653,0.3343613,1.9861778,0.96839064,lncRNA
ENSG00000295721,0.0031046623,0.0012736811,0.0008633859,0.0007890186,0.016696574,0.0010655284,0.0012970886,0.0012119531,lncRNA
ENSG00000295722,0.052667134,0.03662107,0.08533722,0.019461354,0.046148885,0.008449103,0.03013079,0.030288208,lncRNA
ENSG00000295723,0.022783682,0.001413854,0.0016194576,0.003309564,0.0008019651,0.0005613085,0.00021308854,0.0005231976,lncRNA
ENSG00000295724,0.005629601,0.11727737,0.26132312,0.040349834,0.31011146,0.02703266,0.009686453,0.109426856,lncRNA
ENSG00000295725,0.42661604,0.5165547,0.051203676,0.040667195,0.01281853,0.0048685106,0.003838177,0.05392991,lncRNA
ENSG00000295726,0.31558177,0.50170743,0.7216242,0.38805717,0.612863,0.038830396,1.0956382,0.54376286,lncRNA
ENSG00000295727,0.0036984417,0.0058544963,0.006150779,0.0060793096,0.0022279304,0.0011567199,0.00460106,0.033305302,lncRNA
ENSG00000295728,0.54373646,0.59863424,0.72149044,0.19644606,0.40056315,0.34357965,0.27743945,0.5978422,lncRNA
ENSG00000295729,0.0068689287,0.00029266055,0.001159258,0.00030627602,0.0,0.0,0.0,0.00043659064,lncRNA
ENSG00000295730,0.09157986,0.26477733,0.25069264,0.17022817,0.13416205,0.023773437,0.08080817,0.125781,lncRNA
ENSG00000295731,0.0032688186,0.0011110844,0.0006846451,0.00039264731,0.00010194782,0.00031808155,0.000574862,0.0005281303,lncRNA
ENSG00000295732,0.11219105,0.22323008,0.20965996,0.05802014,0.12591743,0.05430179,0.088719584,0.15502232,lncRNA
ENSG00000295733,0.0011443538,0.0019878421,0.0014693493,0.001156218,0.00051613915,0.0004925709,0.0018442865,0.023298541,lncRNA
ENSG00000295734,0.01956412,0.05280283,0.08544637,0.053397663,0.022252278,0.0052046846,0.009915687,0.07271581,lncRNA
ENSG00000295735,0.022401502,0.0010219946,0.0009917167,0.0004789321,0.034658454,0.08348155,0.46444353,0.0013947577,lncRNA
ENSG00000295736,0.02317076,0.02551697,0.019768035,0.008857738,0.007139348,0.004956514,0.0042774114,0.011678478,lncRNA
ENSG00000295737,0.018266506,0.02291152,0.023219576,0.017614214,0.013168801,0.0055870316,0.0391866,0.016350364,lncRNA
